type,label,website,hostname
ministry,Ministry of the Armed Forces,https://www.defense.gouv.fr,defense.gouv.fr
ministry,Ministry of the Interior,https://www.interieur.gouv.fr/,interieur.gouv.fr
ministry,Ministry of Culture of France,https://www.culture.gouv.fr/,culture.gouv.fr
ministry,"Ministry of Budget, Public Accounts and Civil Administration",https://www.budget.gouv.fr/,budget.gouv.fr
ministry,Ministry of Sports,https://www.sports.gouv.fr/,sports.gouv.fr
ministry,Ministry of the Sea,https://mer.gouv.fr/,mer.gouv.fr
ministry,Ministry of Commerce,https://www.economie.gouv.fr/,economie.gouv.fr
ministry,Ministry of Higher Education and Research,https://www.enseignementsup-recherche.gouv.fr/,enseignementsup-recherche.gouv.fr
ministry,French Ministry of education,https://www.education.gouv.fr/,education.gouv.fr
ministry,Ministry of Cohesion of the Territories,https://www.cohesion-territoires.gouv.fr/,cohesion-territoires.gouv.fr
ministry,Ministry of Agriculture and Food,https://agriculture.gouv.fr,agriculture.gouv.fr
ministry,Ministry for Europe and Foreign Affairs,https://www.diplomatie.gouv.fr,diplomatie.gouv.fr
ministry,Ministry for Europe and Foreign Affairs,https://www.diplomatie.gouv.fr/ar/,diplomatie.gouv.fr
ministry,Ministry for Europe and Foreign Affairs,https://www.diplomatie.gouv.fr/de/,diplomatie.gouv.fr
ministry,Ministry for Europe and Foreign Affairs,https://www.diplomatie.gouv.fr/en/,diplomatie.gouv.fr
ministry,Ministry for Europe and Foreign Affairs,https://www.diplomatie.gouv.fr/es/,diplomatie.gouv.fr
ministry,Ministry for Europe and Foreign Affairs,https://www.diplomatie.gouv.fr/ru/,diplomatie.gouv.fr
ministry,Civil defense of France,https://www.securite-civile.interieur.gouv.fr/,securite-civile.interieur.gouv.fr
ministry,Ministry of City Affairs,http://www.ville.gouv.fr/,ville.gouv.fr
ministry,Ministry of Public Sector Transformation and the Civil Service,https://www.fonction-publique.gouv.fr/,fonction-publique.gouv.fr
ministry,Ministry of People with Disabilities and the Fight against Exclusion,"http://www.social-sante.gouv.fr/espaces,770/handicap,775/",social-sante.gouv.fr
ministry,"Ministry of Labour, Health and Solidarity",https://sante.gouv.fr,sante.gouv.fr
ministry,"Ministry of Labour, Health and Solidarity",https://solidarites.gouv.fr,solidarites.gouv.fr
ministry,Ministry of Women's Rights,https://www.egalite-femmes-hommes.gouv.fr/,egalite-femmes-hommes.gouv.fr
ministry,Ministry of Justice of France,https://www.justice.gouv.fr/,justice.gouv.fr
ministry,Ministry of the Family of France,http://www.familles-enfance-droitsdesfemmes.gouv.fr/,familles-enfance-droitsdesfemmes.gouv.fr
ministry,Ministry of Industry,http://www.redressement-productif.gouv.fr/,redressement-productif.gouv.fr
ministry,Ministry of Housing,http://www.logement.gouv.fr/,logement.gouv.fr
ministry,Ministry of the Overseas,https://www.outre-mer.gouv.fr/,outre-mer.gouv.fr
ministry,Ministry of the Ecological Transition,https://www.ecologie.gouv.fr/,ecologie.gouv.fr
ministry,"Service d'études sur les transports, les routes et leurs aménagements",http://www.setra.developpement-durable.gouv.fr/,setra.developpement-durable.gouv.fr
ministry,"Ministry of Economics, Finance and Industrial and Digital Sovereignty",https://www.economie.gouv.fr/,economie.gouv.fr
