hostname,score,sources,label,level
goss-online.org,10,un_desa;wikidata;wikidata,Ministry of Foreign Affairs and International Cooperation | UN/DESA national portal,central
mop-rss.org,6,wikidata;wikidata,Ministry of Petroleum and Mining,central
ssmogei.org,6,wikidata;wikidata,"Ministry of Education, Science and Technology",central
ss.usembassy.gov,4,wikidata,"Embassy of the United States, Juba",central
usaf@gov.ss,4,wikidata,Universal Service and Access Fund (South Sudan),
dschuba.diplo.de,3,wikidata,"Embassy of Germany, Juba",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to South Sudan,
norway.no,3,wikidata,Embassy of Norway in South Sudan,central
ss.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Juba",central
ssd.ambafrance.org,3,wikidata,"Embassy of France, Juba",central
ssnbs.org,3,wikidata,National Bureau of Statistics,
