type,label,website,hostname
ministry,Ministry of Climate,https://envir.ee/,envir.ee
ministry,Ministry of Defence,https://kaitseministeerium.ee/,kaitseministeerium.ee
ministry,Ministry of Social Affairs,http://www.sm.ee,sm.ee
ministry,Ministry of Economic Affairs and Communications,https://www.mkm.ee/,mkm.ee
ministry,Ministry of Justice and Digital Affairs,https://www.justdigi.ee,justdigi.ee
ministry,Ministry of Regional Affairs and Agriculture,http://www.agri.ee/,agri.ee
ministry,Ministry of Education and Research,https://www.hm.ee/,hm.ee
ministry,Ministry of Foreign Affairs,http://www.vm.ee,vm.ee
ministry,Ministry of Finance,http://www.fin.ee,fin.ee
ministry,Ministry of Finance,https://www.fin.ee/en,fin.ee
ministry,Ministry of Finance,https://www.fin.ee/ru,fin.ee
ministry,Ministry of the Interior,https://www.siseministeerium.ee/,siseministeerium.ee
ministry,Ministry of Culture,http://www.kul.ee,kul.ee
parliament,Riigikogu,https://www.riigikogu.ee/,riigikogu.ee
constitutional_court,Tallinn City Government,https://www.tallinn.ee/en/tallinn-city-government,tallinn.ee
supreme_court,Riigikogu,https://www.riigikogu.ee/,riigikogu.ee
