type,label,website,hostname
ministry,Ministry of Finance,http://www.mfinante.gov.ro,mfinante.gov.ro
ministry,Ministry of Justice,https://www.just.ro/,just.ro
ministry,"Ministry of Research, Innovation and Digitization (Romania)",https://www.research.gov.ro/,research.gov.ro
ministry,Ministry of Health,http://www.ms.ro/,ms.ro
ministry,Ministry of Energy (Romania),http://energie.gov.ro/,energie.gov.ro
ministry,"Ministry of Economy, Entrepreneurship and Tourism of Romania",http://economie.gov.ro,economie.gov.ro
ministry,Ministry of Culture,http://www.cultura.ro/,cultura.ro
ministry,Ministry of National Defense,https://mapn.ro,mapn.ro
ministry,Ministry of Internal Affairs,http://www.mai.gov.ro/,mai.gov.ro
ministry,"Ministry of Labour, Family, Youth and Social Solidarity",http://www.mmuncii.ro,mmuncii.ro
ministry,"Ministry of Environment, Water and Forests",http://www.mmediu.ro,mmediu.ro
ministry,"Ministry for Development, Public Works and Administration",https://www.mdlpa.ro/,mdlpa.ro
ministry,Ministry of Education of Romania,https://www.edu.ro,edu.ro
ministry,Ministry of Foreign Affairs of Romania,http://www.mae.ro,mae.ro
ministry,Q110129961,https://mfamilie.gov.ro/,mfamilie.gov.ro
ministry,Ministry of Communications and Information Society,http://www.mcsi.ro,mcsi.ro
ministry,Ministry of Transport and Infrastructure of Romania,http://mt.gov.ro/,mt.gov.ro
ministry,Ministry of Agriculture and Rural Development of Romania,https://www.madr.ro/,madr.ro
ministry,Ministry of European Investments and Projects,https://mfe.gov.ro/,mfe.gov.ro
parliament,Parliament of Romania,http://www.parlament.ro/,parlament.ro
constitutional_court,Euromediterranean Province of the Jesuits,https://gesuiti.it/chi-siamo/,gesuiti.it
constitutional_court,Government of Romania,http://gov.ro/,gov.ro
constitutional_court,Chancellery of the Prime Minister of Romania,https://cancelarie.gov.ro/,cancelarie.gov.ro
supreme_court,Parliament of Romania,http://www.parlament.ro/,parlament.ro
