subdomain,http_status
730precompilatosc.agenziaentrate.gov.it,"Could not resolve host: 730precompilatosc.agenziaentrate.gov.it"
730precompilato.agenziaentrate.gov.it,"Could not resolve host: 730precompilato.agenziaentrate.gov.it"
730precompilatofe.agenziaentrate.gov.it,"Could not resolve host: 730precompilatofe.agenziaentrate.gov.it"
730precompilatocwd.agenziaentrate.gov.it,"Could not resolve host: 730precompilatocwd.agenziaentrate.gov.it"
22ddalbertomario.gov.it,"Could not resolve host: 22ddalbertomario.gov.it"
33circolonapoli.gov.it,"Could not resolve host: 33circolonapoli.gov.it"
access.lavoro.gov.it,"Could not resolve host: access.lavoro.gov.it"
adisulorientale.gov.it,"Could not resolve host: adisulorientale.gov.it"
31icborsellino.gov.it,"Could not resolve host: 31icborsellino.gov.it"
aifa.gov.it,"SSL certificate problem: unable to get local issuer certificate"
agrariofirenze.gov.it,"Could not resolve host: agrariofirenze.gov.it"
account.liceodesio.gov.it,"Could not resolve host: account.liceodesio.gov.it"
albertirimini.gov.it,"Could not resolve host: albertirimini.gov.it"
alberghierosaffi.gov.it,"Could not resolve host: alberghierosaffi.gov.it"
adrianotilgher.gov.it,"Could not resolve host: adrianotilgher.gov.it"
access-sip.inpdap.gov.it,"Could not resolve host: access-sip.inpdap.gov.it"
agenziapiemontelavoro.gov.it,"Could not resolve host: agenziapiemontelavoro.gov.it"
agenziafarmaco.gov.it,"Could not resolve host: agenziafarmaco.gov.it"
assistenza.agenziaentrate.gov.it,"301"
alberghieromarinadimassa.gov.it,"Could not resolve host: alberghieromarinadimassa.gov.it"
alberghierosbt.gov.it,"Could not resolve host: alberghierosbt.gov.it"
alberghieromalatestarimini.gov.it,"Could not resolve host: alberghieromalatestarimini.gov.it"
applicazioni.lavoro.gov.it,"Could not resolve host: applicazioni.lavoro.gov.it"
aldocapitini.gov.it,"Could not resolve host: aldocapitini.gov.it"
201617.cpiagallarate.gov.it,"Could not resolve host: 201617.cpiagallarate.gov.it"
antiracketusura.interno.gov.it,"301"
archiving.dps.gov.it,"Failed to connect to archiving.dps.gov.it port 443 after 71 ms: Could not connect to server"
app-pubblica.mef.gov.it,"Could not resolve host: app-pubblica.mef.gov.it"
accreditamento.agenziaentrate.gov.it,"403"
aggregatore.gbferrigno.gov.it,"Could not resolve host: aggregatore.gbferrigno.gov.it"
alunni.icvialeveneziagiulia.gov.it,"Could not resolve host: alunni.icvialeveneziagiulia.gov.it"
arteimmagine.icri-go.gov.it,"Could not resolve host: arteimmagine.icri-go.gov.it"
agendacie.interno.gov.it,"SSL certificate problem: unable to get local issuer certificate"
aristidegabelli.gov.it,"Could not resolve host: aristidegabelli.gov.it"
antoniopesenti.gov.it,"Could not resolve host: antoniopesenti.gov.it"
artisticocatalano.gov.it,"Could not resolve host: artisticocatalano.gov.it"
analytics.agid.gov.it,"Could not resolve host: analytics.agid.gov.it"
assistenzaipocat.agenziaentrate.gov.it,"301"
areabifinanze.portalefederalismofiscale.gov.it,"Recv failure: Connexion ré-initialisée par le correspondant"
anagrafe.sisma2016.gov.it,"SSL certificate problem: certificate has expired"
auloceccato.gov.it,"Could not resolve host: auloceccato.gov.it"
adfs.mpaaf.gov.it,"SSL certificate problem: certificate has expired"
activesync.adisupg.gov.it,"Could not resolve host: activesync.adisupg.gov.it"
albo.liceodesio.gov.it,"Could not resolve host: albo.liceodesio.gov.it"
animatoridigitali.alberghierosbt.gov.it,"Could not resolve host: animatoridigitali.alberghierosbt.gov.it"
asm.postacertificata.gov.it,"Could not resolve host: asm.postacertificata.gov.it"
aol.misterbianco.gov.it,"Could not resolve host: aol.misterbianco.gov.it"
alunni.icannacelli.gov.it,"Could not resolve host: alunni.icannacelli.gov.it"
alunni.icviafrignani.gov.it,"Could not resolve host: alunni.icviafrignani.gov.it"
assistenza.sisma2016.gov.it,"200"
app.liceoariostospallanzani-re.gov.it,"Could not resolve host: app.liceoariostospallanzani-re.gov.it"
autodiscover.dps.gov.it,"Failed to connect to autodiscover.dps.gov.it port 443 after 77 ms: Could not connect to server"
antonio.tambato@mise.gov.it,"Could not resolve host: mise.gov.it"
autodiscover.ansf.gov.it,"Failed to connect to autodiscover.ansf.gov.it port 443 after 111 ms: Could not connect to server"
albo.ictinamerlin.gov.it,"Could not resolve host: albo.ictinamerlin.gov.it"
autodiscover.ictabarrini.gov.it,"Could not resolve host: autodiscover.ictabarrini.gov.it"
autodiscover.giustiziatributaria.gov.it,"Failed to connect to autodiscover.giustiziatributaria.gov.it port 443 after 87 ms: Could not connect to server"
accesscoll.mef.gov.it,"200"
area-bi.agenziadoganemonopoli.gov.it,"200"
assistenza.portalefederalismofiscale.gov.it,"302"
autodiscover.iisprever.gov.it,"Could not resolve host: autodiscover.iisprever.gov.it"
autodiscover.comunespoleto.gov.it,"Could not resolve host: autodiscover.comunespoleto.gov.it"
autodiscover.lavoro.gov.it,"Failed to connect to autodiscover.lavoro.gov.it port 443 after 62 ms: Could not connect to server"
accessibilita.agid.gov.it,"200"
autodiscover.mazzinierice.gov.it,"Could not resolve host: autodiscover.mazzinierice.gov.it"
autodiscover.icfgesue.gov.it,"Could not resolve host: autodiscover.icfgesue.gov.it"
autodiscover.ic1saraccobella.gov.it,"Could not resolve host: autodiscover.ic1saraccobella.gov.it"
