hostname,score,sources,label,level
justice.ci,7,wikidata;wikidata,Q123328078,central
ci.ambafrance.org,6,wikidata;wikidata,"Embassy of France, Abidjan | general consulate of France in Abidjan",central
education-ci.org,6,wikidata;wikidata,Ministry of National Education and Technical Training,central
escolapiesinstitutions.org,6,wikidata;wikidata,Piarist province of West Africa,
afor.ci,4,wikidata,Q131452898,
artci.ci,4,wikidata,Q86993468,
assnat.ci,4,wikidata,National Assembly,central
ci.usembassy.gov,4,wikidata,Embassy of the United States of America in Abidjan,central
cnra.ci,4,wikidata,Centre National de Recherche Agronomique,
conseil-constitutionnel.ci,4,wikidata,Constitutional Council,
firca.ci,4,wikidata,Q131440933,
haca.ci,4,wikidata,High Authority of Audiovisual Communication,
ins.ci,4,wikidata,Institut National de la Statistique,
oipc.ci,4,wikidata,Q116297759,
oscn.ci,4,wikidata,Q131620972,
sodefor.ci,4,wikidata,Société de développement des forêts,
web.conseil-etat.ci,4,wikidata,Q2993730,central
abidjan.diplo.de,3,wikidata,"Embassy of Germany, Abidjan",central
bceao.int,3,wikidata,Central Bank of West African States,
ceici.org,3,wikidata,Q283004,central
cote-ivoire.ird.fr,3,wikidata,Institut de Recherche pour le Développement,
cotedivoire.mid.ru,3,wikidata,embassy of Russia in Ivory Coast,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to the Republic of Côte d’Ivoire,
ivorycoastembassy.orderofmalta.int,3,wikidata,"Embassy of the Sovereign Military Order of Malta, Abidjan",central
onpc-ci.org,3,wikidata,Q113840186,
uatp-africa.org,3,wikidata,African Union of Public Transport,
