type,label,website,hostname
ministry,"Department of Social Services","https://www.dss.gov.au/",dss.gov.au
ministry,"Department of Education","https://education.vic.gov.au/",education.vic.gov.au
ministry,"Department of Infrastructure, Transport, Regional Development, Communications and the Arts","http://www.infrastructure.gov.au/",infrastructure.gov.au
ministry,"South Australian Tourism Commission","http://tourism.sa.gov.au/",tourism.sa.gov.au
ministry,"Department of Education","https://www.education.gov.au",education.gov.au
ministry,"Department of Customer Service","https://www.nsw.gov.au/customer-service",nsw.gov.au
ministry,"Department of Human Services","https://dhs.sa.gov.au/",dhs.sa.gov.au
ministry,"Auditor-General's Department","https://www.audit.sa.gov.au/",audit.sa.gov.au
ministry,"Department of Climate Change, Energy, the Environment and Water","https://www.dcceew.gov.au/",dcceew.gov.au
ministry,"The Treasury","http://www.treasury.nsw.gov.au/",treasury.nsw.gov.au
ministry,"Department of Premier and Cabinet","http://www.dpc.nsw.gov.au",dpc.nsw.gov.au
ministry,"Department for Treasury and Finance","http://www.treasury.sa.gov.au/",treasury.sa.gov.au
ministry,"Department of Treasury and Finance","http://www.dtf.vic.gov.au/",dtf.vic.gov.au
ministry,"Department of Transport and Planning","https://www.vic.gov.au/department-transport-and-planning",vic.gov.au
ministry,"Department of Health, Disability and Ageing","https://health.gov.au",health.gov.au
ministry,"New South Wales Department of Communities & Justice","https://dcj.nsw.gov.au/",dcj.nsw.gov.au
ministry,"Department of Health","https://www.health.tas.gov.au",health.tas.gov.au
ministry,"Attorney-General's Department","http://www.ag.gov.au/",ag.gov.au
ministry,"Australian Department of Home Affairs","http://www.homeaffairs.gov.au/",homeaffairs.gov.au
ministry,"Department of Foreign Affairs and Trade","https://www.dfat.gov.au/",dfat.gov.au
ministry,"Department of the Premier and Cabinet","http://www.dpc.sa.gov.au/",dpc.sa.gov.au
ministry,"South Australian Health","http://www.sahealth.sa.gov.au/",sahealth.sa.gov.au
ministry,"Department for Correctional Services","http://www.corrections.sa.gov.au/",corrections.sa.gov.au
ministry,"Department for Energy and Mining","http://www.energymining.sa.gov.au/",energymining.sa.gov.au
ministry,"Department for Primary Industries and Regions SA","http://www.pir.sa.gov.au/",pir.sa.gov.au
ministry,"Transport for NSW","http://www.transport.nsw.gov.au/",transport.nsw.gov.au
ministry,"Department for Industry and Skills","http://www.industryandskills.sa.gov.au/",industryandskills.sa.gov.au
ministry,"Department for Trade and Investment","https://dti.sa.gov.au/",dti.sa.gov.au
ministry,"Attorney-General's Department","https://www.agd.sa.gov.au/",agd.sa.gov.au
ministry,"Department of Employment and Workplace Relations","https://www.dewr.gov.au/",dewr.gov.au
ministry,"Department for Child Protection","https://www.childprotection.sa.gov.au/",childprotection.sa.gov.au
ministry,"Department of Veterans' Affairs","http://www.dva.gov.au/",dva.gov.au
ministry,"Department of Infrastructure, Energy and Resources","http://www.dier.tas.gov.au/",dier.tas.gov.au
ministry,"Department for Infrastructure and Transport","https://www.dit.sa.gov.au/",dit.sa.gov.au
ministry,"Department of Transport and Main Roads","http://www.tmr.qld.gov.au/",tmr.qld.gov.au
ministry,"Department of the Prime Minister and Cabinet","http://www.dpmc.gov.au/",dpmc.gov.au
ministry,"Department for Education","https://www.education.sa.gov.au/",education.sa.gov.au
ministry,"Department of Attorney General and Justice","http://www.lawlink.nsw.gov.au/Lawlink/Corporate/ll_corporate.nsf/pages/attorney_generals_department_index",lawlink.nsw.gov.au
ministry,"Department for Environment and Water","http://www.environment.sa.gov.au/Home",environment.sa.gov.au
ministry,"Department for Education, Children and Young People","https://www.decyp.tas.gov.au/",decyp.tas.gov.au
ministry,"NSW Department of Education","https://education.nsw.gov.au/",education.nsw.gov.au
ministry,"Queensland Department of Education","https://education.qld.gov.au/",education.qld.gov.au
ministry,"Department of Primary Industries","https://www.dpi.nsw.gov.au/",dpi.nsw.gov.au
ministry,"Department of Jobs, Precincts and Regions","https://djpr.vic.gov.au/",djpr.vic.gov.au
ministry,"Ministry of Health","https://www.health.nsw.gov.au/",health.nsw.gov.au
ministry,"Department of Climate Change, Energy, the Environment and Water","https://www.nsw.gov.au/departments-and-agencies/dcceew",nsw.gov.au
ministry,"Department of Finance","https://www.finance.gov.au/",finance.gov.au
ministry,"Department of the Treasury","http://www.treasury.gov.au/",treasury.gov.au
ministry,"Department of Defence","https://www.defence.gov.au/",defence.gov.au
parliament,"Legislative Assembly of Queensland","https://www.parliament.qld.gov.au/",parliament.qld.gov.au
parliament,"Parliament of South Australia","https://www.parliament.sa.gov.au/",parliament.sa.gov.au
parliament,"Australian Capital Territory Legislative Assembly","https://www.parliament.act.gov.au/",parliament.act.gov.au
parliament,"Parliament of Victoria","https://www.parliament.vic.gov.au/",parliament.vic.gov.au
parliament,"New South Wales Legislative Council","https://www.parliament.nsw.gov.au/",parliament.nsw.gov.au
parliament,"Parliament of Australia","https://www.aph.gov.au/",aph.gov.au
parliament,"Parliament of Western Australia","http://www.parliament.wa.gov.au/",parliament.wa.gov.au
parliament,"Parliament of New South Wales","http://www.parliament.nsw.gov.au/",parliament.nsw.gov.au
parliament,"Parliament of Queensland","http://www.parliament.qld.gov.au/",parliament.qld.gov.au
parliament,"Parliament of Tasmania","https://www.parliament.tas.gov.au/",parliament.tas.gov.au
constitutional_court,"Curtin Connect","https://www.curtin.edu.au/students/connect/",curtin.edu.au
constitutional_court,"Burnie City Council","https://www.burnie.net/",burnie.net
constitutional_court,"office of the Premier of Victoria","https://www.premier.vic.gov.au/",premier.vic.gov.au
constitutional_court,"Cabinet of Australia","https://www.directory.gov.au/commonwealth-parliament/cabinet",directory.gov.au
constitutional_court,"office of the Premier of Tasmania","http://www.premier.tas.gov.au/",premier.tas.gov.au
constitutional_court,"office of the Premier of Queensland","https://www.thepremier.qld.gov.au/",thepremier.qld.gov.au
constitutional_court,"Department of the Chief Minister","https://dcm.nt.gov.au/",dcm.nt.gov.au
supreme_court,"Legislative Assembly of Queensland","https://www.parliament.qld.gov.au/",parliament.qld.gov.au
supreme_court,"Parliament of South Australia","https://www.parliament.sa.gov.au/",parliament.sa.gov.au
supreme_court,"Australian Capital Territory Legislative Assembly","https://www.parliament.act.gov.au/",parliament.act.gov.au
supreme_court,"Parliament of Victoria","https://www.parliament.vic.gov.au/",parliament.vic.gov.au
supreme_court,"Parliament of Australia","https://www.aph.gov.au/",aph.gov.au
supreme_court,"Parliament of Western Australia","http://www.parliament.wa.gov.au/",parliament.wa.gov.au
supreme_court,"Parliament of New South Wales","http://www.parliament.nsw.gov.au/",parliament.nsw.gov.au
supreme_court,"Parliament of Queensland","http://www.parliament.qld.gov.au/",parliament.qld.gov.au
supreme_court,"Parliament of Tasmania","https://www.parliament.tas.gov.au/",parliament.tas.gov.au
